algorithm,gid,dataset,seed,status,valid_output,seconds,train_nmse,valid_nmse,id_test_nmse,ood_test_nmse,metric_complete,noise_sigma
dso,g0019,feynman-ii.34.2a,4,ok,False,1652.026,0.94900979086685,0.9954242755638566,0.946734262828734,,False,0.1
e2esr,g0014,feynman-ii.34.11,1,ok,False,1675.948,,,,,False,0.01
dso,g0008,Nguyen-12,0,ok,False,1681.287,0.011489561632901045,0.024856174961280234,0.03820687348687305,,False,0.01
tpsr,g0046,II.6.15b_3_0,2,ok,False,1721.743,0.10976247827324372,0.128615991208624,0.11202545896219378,,False,0.1
dso,g0019,feynman-ii.34.2a,3,ok,False,1751.306,0.9889203374094541,0.9977536002460048,0.9970481921001287,,False,0.05
tpsr,g0046,II.6.15b_3_0,4,ok,False,1772.416,,,,0.08052647532052756,False,0.1
imcts,g0036,CRK10,0,timed_out,False,3601.437,,,,9352935.581362816,False,0.1
ragsr,g0009,Nguyen-6,1,timed_out,False,3601.589,,,,,False,0.01
ragsr,g0009,Nguyen-6,0,timed_out,False,3601.706,,,,,False,0.01
udsr,g0005,Keijzer-11,1,timed_out,False,3601.712,0.0028419917203212157,,,,False,0.05
imcts,g0005,Keijzer-11,1,timed_out,False,3601.762,0.00555823093887415,0.04606197440216462,,0.1406256071600595,False,0.1
imcts,g0039,CRK0,4,timed_out,False,3601.79,,,,,False,0.1
udsr,g0010,Nguyen-9,2,timed_out,False,3601.824,0.00021205961145854402,0.0020461422840263093,,0.016557884946543686,False,0.05
imcts,g0036,CRK10,4,timed_out,False,3601.852,,,,,False,0.1
pysr,g0021,feynman-i.39.22,0,timed_out,False,3601.868,,,,,False,0.05
llmsr,g0044,feynman-i.15.3t,3,timed_out,False,3601.921,,,,,False,0.05
pysr,g0021,feynman-i.39.22,3,timed_out,False,3601.942,,,,,False,0.1
ragsr,g0032,feynman-i.13.12,0,timed_out,False,3602.386,,,,,False,0.01
ragsr,g0008,Nguyen-12,3,timed_out,False,3602.678,,,,,False,0.1
ragsr,g0050,BPG9,2,timed_out,False,3603.029,,,,,False,0.01
ragsr,g0007,Korns-2,2,timed_out,False,3603.23,,,,,False,0.01
udsr,g0025,strogatz_barmag2,2,timed_out,False,3603.283,0.0005266166009421933,0.00034291977741738233,0.0009949914608315398,,False,0.1
ragsr,g0015,III.21.20_3_0,0,timed_out,False,3603.446,,,,,False,0.1
ragsr,g0031,II.11.27_1_0,0,timed_out,False,3603.482,,,,,False,0.05
ragsr,g0031,II.11.27_1_0,0,timed_out,False,3603.49,,,,,False,0.1
ragsr,g0031,II.11.27_1_0,1,timed_out,False,3603.843,,,,,False,0.1
ragsr,g0031,II.11.27_1_0,0,timed_out,False,3603.894,,,,,False,0.01
ragsr,g0031,II.11.27_1_0,1,timed_out,False,3604.073,,,,,False,0.01
ragsr,g0009,Nguyen-6,2,timed_out,False,3604.222,,,,,False,0.05
ragsr,g0031,II.11.27_1_0,3,timed_out,False,3604.428,,,,,False,0.05
ragsr,g0009,Nguyen-6,2,timed_out,False,3604.472,,,,,False,0.1
drsr,g0022,feynman-i.11.19,4,no_valid_output,False,3605.372,,,,,False,0.01
llmsr,g0008,Nguyen-12,2,ok,False,3605.899,0.00023684488634494473,0.00030716340234949107,0.00010991280238374896,,False,0.05
llmsr,g0009,Nguyen-6,2,ok,False,3606.122,0.007072806260019029,10292.316282220361,0.01788814675580983,,False,0.1
ragsr,g0015,III.21.20_3_0,1,timed_out,False,3606.915,,,,,False,0.05
ragsr,g0020,first_principles_leavitt,0,timed_out,False,3607.31,,,,,False,0.01
llmsr,g0001,II.34.2_1_0,1,ok,False,3608.845,1.9687791037111106e-07,2.223800429810655e-07,2.1478348545736816e-07,,False,0.05
llmsr,g0001,II.34.2_1_0,4,ok,False,3609.333,1.5565403508411942e-06,1.5592023266146238e-06,1.54975137690073e-06,,False,0.1
llmsr,g0015,III.21.20_3_0,0,ok,False,3609.551,0.027842014960573768,0.041711868161352174,0.03275809359073284,,False,0.05
llmsr,g0031,II.11.27_1_0,2,ok,False,3610.152,0.0010649292104288213,0.0010894267374880365,0.0006983146673949022,,False,0.01
llmsr,g0005,Keijzer-11,3,ok,False,3610.271,0.003205315204429618,,,,False,0.05
drsr,g0015,III.21.20_3_0,2,ok,False,3611.702,,,,,False,0.01
ragsr,g0020,first_principles_leavitt,2,timed_out,False,3611.976,,,,,False,0.05
drsr,g0009,Nguyen-6,0,ok,False,3613.715,3.868692555632678e-05,0.15383962017201105,0.0001405861149562022,,False,0.01
ragsr,g0048,MatSci21,1,timed_out,False,3615.284,,,,,False,0.1
tpsr,g0033,feynman-iii.10.19,1,timed_out,False,3616.997,,,,,False,0.1
ragsr,g0020,first_principles_leavitt,2,timed_out,False,3625.453,,,,,False,0.1
llmsr,g0011,Vladislavleva-4,2,ok,False,3658.771,0.017264213367700423,0.010432986830917245,0.022314784778797864,,False,0.01
llmsr,g0009,Nguyen-6,2,ok,False,3661.517,3.926147819375857e-05,0.02583397662292794,4.0651041280293814e-05,,False,0.01
e2esr,g0013,feynman-i.43.31,0,ok,False,5804.414,,,,,False,0.1
pyoperon,g0010,Nguyen-9,0,ok,True,6.034,0.002044500265287817,0.015058277154248838,0.06914028582387054,0.0031619771528558368,True,0.1
pyoperon,g0009,Nguyen-6,0,ok,True,6.095,0.00044916434026127857,0.023336511176292568,0.0006431833822668138,0.06345826894620467,True,0.1
pyoperon,g0006,Keijzer-2,0,ok,True,6.103,0.6495788472304748,1.1841149946253162,0.6369917528331658,2.1954589643109155,True,0.01
pyoperon,g0025,strogatz_barmag2,0,ok,True,6.138,0.22305748570841485,0.06810933513384872,0.2912496228094437,0.40290380726176117,True,0.05
pyoperon,g0007,Korns-2,0,ok,True,6.145,0.09534706331314156,1.0666940211413969,46.577294696490625,80.48636044326884,True,0.1
pyoperon,g0008,Nguyen-12,0,ok,True,6.147,0.004858359693747135,0.0017149612578825676,0.015459198453869423,0.06759296321085614,True,0.01
pyoperon,g0007,Korns-2,0,ok,True,6.153,0.09552008843767727,1.0938571287821615,45.82599644119715,79.416527680032,True,0.05
pyoperon,g0010,Nguyen-9,0,ok,True,6.159,0.0020331689646271227,0.01646566994189058,0.06534328144686231,0.0031918432039197975,True,0.05
pyoperon,g0006,Keijzer-2,3,ok,True,6.161,0.6362509138535001,1.0462318291924548,0.5842121052176467,2.7680397909385555,True,0.01
pyoperon,g0002,first_principles_hubble,0,ok,True,6.176,0.11649010257759013,0.07643468914736298,0.07827261519852545,0.10547424319133607,True,0.01
pyoperon,g0008,Nguyen-12,0,ok,True,6.179,0.004879784573238979,0.0015662634913085178,0.014548905663988405,0.06829164539014837,True,0.05
pyoperon,g0009,Nguyen-6,0,ok,True,6.181,0.00115181977500485,0.01449458733915354,0.007463267548257214,0.044732673579836985,True,0.05
pyoperon,g0009,Nguyen-6,3,ok,True,6.211,0.0002566583583778676,0.01077933716080229,0.0004949859594474076,0.032446720154589895,True,0.01
pyoperon,g0020,first_principles_leavitt,0,ok,True,6.215,7.738590047204492e-05,0.00031858435669970673,0.0002879105723335223,0.00019066362873460666,True,0.05
pyoperon,g0008,Nguyen-12,0,ok,True,6.242,0.004913051914553655,0.0020121830365311187,0.017799528015006276,0.06503146605402965,True,0.1
pyoperon,g0007,Korns-2,3,ok,True,6.246,0.07338071036330651,0.8949013632823678,4.960174391932117,86.31004831690527,True,0.01
pyoperon,g0048,MatSci21,1,ok,True,6.253,0.11368609549352768,0.10838096390968714,0.10710861639493775,0.16036587011967077,True,0.01
pyoperon,g0034,CRK11,3,ok,True,6.254,6.428815695141935e-05,8.525114065610933e-05,7.721388023857197e-05,0.33797239378490607,True,0.1
pyoperon,g0009,Nguyen-6,3,ok,True,6.264,0.0013526357799028877,0.05878948007070197,0.0016667724157584567,0.15371860829566114,True,0.05
pyoperon,g0025,strogatz_barmag2,0,ok,True,6.267,0.22319154179677475,0.06679023869440939,0.2846142187269502,0.4146254284019286,True,0.1
pyoperon,g0006,Keijzer-2,0,ok,True,6.267,0.6497240579930443,1.1757375981501554,0.6374382192732321,2.1786354233988345,True,0.1
pyoperon,g0006,Keijzer-2,0,ok,True,6.272,0.6496189129336207,1.1729101963959452,0.6371127259779079,2.1817698957215432,True,0.05
pyoperon,g0006,Keijzer-2,3,ok,True,6.276,0.6364466790377524,1.059351764604312,0.5821453619197352,2.8251507503555393,True,0.05
pyoperon,g0008,Nguyen-12,3,ok,True,6.288,0.008142876581988513,0.00046880906494300626,0.016035549340194105,0.08408375972978045,True,0.05
pyoperon,g0002,first_principles_hubble,0,ok,True,6.309,0.11684496307546571,0.06942418698434061,0.0746553173073015,0.09987974236554056,True,0.1
pyoperon,g0017,strogatz_shearflow1,3,ok,True,6.322,0.39705142717606706,0.08715033533655808,0.2888491500059962,1.6190557554435183,True,0.1
pyoperon,g0009,Nguyen-6,0,ok,True,6.325,0.00046358152968436074,0.02430329742868151,0.0009229265848524704,0.06518126095434909,True,0.01
pyoperon,g0017,strogatz_shearflow1,0,ok,True,6.331,0.2778200040700792,0.5364256123571968,0.20433904568302716,0.97959278708478,True,0.1
pyoperon,g0026,strogatz_barmag1,3,ok,True,6.35,0.10954405634411742,0.04169597333547705,0.05227174586513337,0.3400513078748316,True,0.1
pyoperon,g0048,MatSci21,2,ok,True,6.368,0.09585413742191373,0.08903559147837278,0.09441623440641264,0.024292644372813997,True,0.05
pyoperon,g0026,strogatz_barmag1,2,ok,True,6.375,0.11033071003805468,0.03532233879894092,0.046328280743364494,0.22358675607980646,True,0.01
pyoperon,g0002,first_principles_hubble,0,ok,True,6.375,0.11648679115770864,0.07616378070087461,0.07973615192424358,0.10493934045825881,True,0.05
pyoperon,g0010,Nguyen-9,3,ok,True,6.382,0.0018607456281563366,0.012102518525887541,0.2997003196880776,0.0013009240508710005,True,0.01
pyoperon,g0021,feynman-i.39.22,2,ok,True,6.383,0.5632604839142691,0.6261456592053499,0.6225031715029964,0.6083849641454542,True,0.05
pyoperon,g0010,Nguyen-9,3,ok,True,6.397,0.0020271460146274985,0.014601923359083446,0.05872422337127975,0.005610744377067994,True,0.05
pyoperon,g0004,Korns-4,2,ok,True,6.404,0.0014816147703008615,0.0019901161440079532,0.001655738025868333,0.0018667017093573325,True,0.01
pyoperon,g0010,Nguyen-9,2,ok,True,6.407,0.0016848657819184237,0.001041404795998703,0.2886911734911006,0.009465795823559406,True,0.01
pyoperon,g0035,feynman-i.32.5,0,ok,True,6.416,0.6879357121314392,0.8131550595601112,0.673112115288733,0.7715536343133971,True,0.05
pyoperon,g0021,feynman-i.39.22,0,ok,True,6.417,0.8295186179416761,0.8069772387853662,0.8542039231878866,1.1173344161458056,True,0.05
pyoperon,g0038,PO19,0,ok,True,6.421,0.10889167726808167,0.10251262593713036,0.10160443186229817,10651.649899218186,True,0.1
pyoperon,g0037,CRK34,0,ok,True,6.422,0.000211461540736351,0.00022870084601764754,0.00020384340342019568,3.7507688243100357,True,0.1
pyoperon,g0047,BPG5,1,ok,True,6.43,0.13256514082874557,0.12838195354376514,0.1348999626369044,223.1552381048357,True,0.01
pyoperon,g0050,BPG9,1,ok,True,6.43,0.06440281588440198,0.060566118047926505,0.06698825527317583,3.48495046930114,True,0.01
pyoperon,g0010,Nguyen-9,1,ok,True,6.442,0.0028138039850369554,0.007970810086179269,0.369222855700017,0.009388378665269736,True,0.05
pyoperon,g0021,feynman-i.39.22,0,ok,True,6.445,0.8294987912422581,0.80450563186464,0.8530854972652987,1.1136903760228736,True,0.1
pyoperon,g0036,CRK10,2,ok,True,6.449,0.00024738661447605033,0.00023658933192028514,0.00028383655984712914,6.9965857604288795,True,0.05
pyoperon,g0008,Nguyen-12,3,ok,True,6.452,0.00815223260569742,0.000657305952836568,0.016296139717850645,0.08193480185908553,True,0.01
pyoperon,g0036,CRK10,0,ok,True,6.457,0.0005534594459884199,0.000524644302080231,0.000593326630549057,10.877892796077006,True,0.05
pyoperon,g0025,strogatz_barmag2,3,ok,True,6.462,0.5729736950312013,0.2737549256897403,0.693964970566485,1.6040989751978285,True,0.01
pyoperon,g0036,CRK10,0,ok,True,6.468,0.0004892526692695633,0.0004602681953429562,0.0005082013030531857,8.47028593283303,True,0.1
pyoperon,g0017,strogatz_shearflow1,0,ok,True,6.474,0.27766919343501223,0.5357438499519696,0.20675412581454639,0.9762252531370597,True,0.05
pyoperon,g0049,BPG3,1,ok,True,6.481,1.662789606830342e-06,1.561497230571945e-06,1.8723122402437204e-06,33578.99735567083,True,0.01
pyoperon,g0030,feynman-iii.7.38,0,ok,True,6.501,0.9999922580265996,1.000138515899307,1.0000133064403944,1.0000010023084684,True,0.05
pyoperon,g0049,BPG3,2,ok,True,6.508,0.00010409648834886758,0.00012983212753536432,0.00013852449909742878,0.00459972554680066,True,0.05
pyoperon,g0022,feynman-i.11.19,0,ok,True,6.516,0.6551058298980159,0.6531901102110296,0.6979857751341243,0.6470728910454255,True,0.1
pyoperon,g0008,Nguyen-12,2,ok,True,6.531,0.008585723341279635,0.005442101922513576,0.02404325378454065,0.07271869728525848,True,0.01
pyoperon,g0007,Korns-2,3,ok,True,6.537,0.07345623714326596,0.8941941990755481,4.93688411537457,85.66851075164384,True,0.05
pyoperon,g0021,feynman-i.39.22,3,ok,True,6.539,0.5632616773904408,0.6260603706951806,0.6224775936044632,0.6084511942403504,True,0.05
pyoperon,g0028,feynman-ii.4.23,0,ok,True,6.551,2.270027641377833e-05,2.262751939094176e-05,2.277817715670453e-05,2.263854172869244e-05,True,0.05
pyoperon,g0026,strogatz_barmag1,0,ok,True,6.554,0.10600365870268506,0.04252604014072866,0.05576468629430375,0.353318248009069,True,0.1
pyoperon,g0029,strogatz_vdp1,3,ok,True,6.574,0.3872860254379122,0.5867922172571743,0.3994546148814459,0.7330201545131761,True,0.05
pyoperon,g0007,Korns-2,3,ok,True,6.586,0.0735131536741055,0.9151575307439335,4.940256265113618,85.77424475790356,True,0.1
pyoperon,g0006,Keijzer-2,3,ok,True,6.588,0.63627779182164,1.043062673151044,0.5847975357910257,2.7538623031852896,True,0.1
pyoperon,g0019,feynman-ii.34.2a,3,ok,True,6.593,0.6134421270910386,0.6013356075964095,0.5782512522028834,2.8507932208790194,True,0.1
pyoperon,g0022,feynman-i.11.19,0,ok,True,6.595,0.6551053283051067,0.653211785890437,0.6979365926058465,0.6470659558968135,True,0.05
pyoperon,g0021,feynman-i.39.22,3,ok,True,6.598,0.5632599782116137,0.6267128397977301,0.6225810861234865,0.6080472869413183,True,0.01
pyoperon,g0029,strogatz_vdp1,3,ok,True,6.601,0.3872740660303099,0.5882518976567677,0.40108299868905206,0.7341217401137907,True,0.1
pyoperon,g0004,Korns-4,0,ok,True,6.609,0.0015677143568850057,0.0015086792211147664,0.0016560206928592526,0.0017557377435445463,True,0.1
pyoperon,g0017,strogatz_shearflow1,0,ok,True,6.617,0.27766657680396445,0.5366016227221844,0.20693412323630864,0.9771839347306057,True,0.01
pyoperon,g0029,strogatz_vdp1,0,ok,True,6.63,0.4452353161897689,0.3572973018532876,0.8560121583664406,1.0464542696385242,True,0.1
pyoperon,g0036,CRK10,3,ok,True,6.632,2.232738795838909e-05,1.895651696707759e-05,2.3506994302348194e-05,0.5777492642520063,True,0.05
pyoperon,g0022,feynman-i.11.19,2,ok,True,6.643,0.9198109075366768,0.9311306197531038,0.896541867907153,0.8988827462459797,True,0.05
pyoperon,g0038,PO19,0,ok,True,6.648,0.10889469287348809,0.10241387427501007,0.10175794803486009,10651.652936491415,True,0.05
pyoperon,g0024,strogatz_predprey2,2,ok,True,6.659,0.11235229825300315,0.07202293965654027,0.05347922950418338,0.23827700458857887,True,0.05
pyoperon,g0029,strogatz_vdp1,3,ok,True,6.659,0.3872619338881353,0.587629894418589,0.4007286172518645,0.7336510042529535,True,0.01
pyoperon,g0004,Korns-4,0,ok,True,6.663,0.0016021981249224873,0.0016598508996758406,0.0016135587504091764,0.0017652442272136511,True,0.05
pyoperon,g0009,Nguyen-6,2,ok,True,6.666,0.0007160948168781405,0.008853705180037348,0.007518356613292254,0.03375461065468928,True,0.01
pyoperon,g0025,strogatz_barmag2,3,ok,True,6.673,0.5730540233830164,0.2721035727708709,0.6986578799167871,1.6104827005734976,True,0.05
pyoperon,g0024,strogatz_predprey2,3,ok,True,6.681,0.13578120247985195,0.1004095035530865,0.08457913842364777,0.4746152314485803,True,0.05
pyoperon,g0024,strogatz_predprey2,3,ok,True,6.687,0.1357813590504951,0.10008642126740881,0.08473091790875849,0.4749001135765276,True,0.01
pyoperon,g0018,feynman-i.18.16,3,ok,True,6.692,0.9342459319208587,0.954913478417525,0.9523893359331709,1.0449873431893137,True,0.1
pyoperon,g0010,Nguyen-9,1,ok,True,6.697,0.004269089197491733,0.0047784502001029724,5.418312993687403,0.007694531951636454,True,0.1
pyoperon,g0026,strogatz_barmag1,0,ok,True,6.702,0.1060522534134804,0.04119981358186845,0.054150280983157904,0.34386334661522533,True,0.05
pyoperon,g0038,PO19,2,ok,True,6.703,0.04738557817236878,0.04982688649996287,0.05752019662403577,130633.69138244168,True,0.05
pyoperon,g0011,Vladislavleva-4,1,ok,True,6.707,0.09095595146149105,0.08554893597624276,0.10759155148701388,0.1202068478799216,True,0.05
pyoperon,g0034,CRK11,0,ok,True,6.708,7.62216013775947e-06,8.001089287361247e-06,9.987268388393701e-06,0.00019234224517514806,True,0.05
pyoperon,g0039,CRK0,0,ok,True,6.714,0.008633518610571957,0.00912730715509554,0.006561762216646669,9.289578621839807,True,0.1
pyoperon,g0020,first_principles_leavitt,0,ok,True,6.724,9.4082959134056e-05,0.0003639451775056333,0.00031581293424060627,0.00015325482229621402,True,0.1
pyoperon,g0050,BPG9,0,ok,True,6.727,0.1385608117360801,0.12797970850045703,0.10935225032340243,27.792835479527245,True,0.05
pyoperon,g0014,feynman-ii.34.11,0,ok,True,6.755,0.9981340927740333,1.001764217363774,0.9975683880737973,1.000188662082737,True,0.01
pyoperon,g0002,first_principles_hubble,2,ok,True,6.756,0.11969101140986055,0.08251638295691135,0.10017691286608851,0.14757516085260625,True,0.01
pyoperon,g0024,strogatz_predprey2,1,ok,True,6.758,0.09611846780889025,0.06292570195459558,0.0744163605204439,0.33194009564573884,True,0.05
pyoperon,g0028,feynman-ii.4.23,3,ok,True,6.76,4.033461317638045e-06,5.120252808473358e-06,3.5600130928772473e-06,3.4944445972351036e-06,True,0.1
pyoperon,g0020,first_principles_leavitt,3,ok,True,6.77,7.926448900907467e-05,0.00041581084610691193,0.00031195970213205383,0.00037247773762514956,True,0.1
pyoperon,g0014,feynman-ii.34.11,0,ok,True,6.773,0.9981342318428207,1.001791090377428,0.9975654162947506,1.0001884122855547,True,0.05
pyoperon,g0044,feynman-i.15.3t,1,ok,True,6.795,6.192649245116324e-08,5.653364542365473e-08,5.962361947099414e-08,5.103049239612794e-05,True,0.05
pyoperon,g0026,strogatz_barmag1,3,ok,True,6.796,0.10954309128663577,0.040377594073448604,0.051066170820171494,0.3330384117708527,True,0.01
pyoperon,g0019,feynman-ii.34.2a,0,ok,True,6.82,0.6134612381846332,0.6003877649568337,0.5777848385858494,2.8897574405387503,True,0.05
pyoperon,g0019,feynman-ii.34.2a,0,ok,True,6.821,0.6134602487965941,0.6004306880725793,0.5779101119217008,2.887463690003239,True,0.1
pyoperon,g0041,PO41,3,ok,True,6.827,0.030519720446389006,0.0326745494297899,0.03128088184577563,2024.9381402764782,True,0.1
pyoperon,g0009,Nguyen-6,1,ok,True,6.829,0.0004247577371683246,0.021913402081765614,0.0009780750883472168,0.05771882985845572,True,0.05
pyoperon,g0037,CRK34,3,ok,True,6.842,0.00039748659202709565,0.00040342862142135415,0.00041372512763529305,8.934536792188505,True,0.05
pyoperon,g0010,Nguyen-9,3,ok,True,6.844,0.002798551722921637,0.00853867769985737,0.12359505390111576,0.006568058716436368,True,0.1
pyoperon,g0022,feynman-i.11.19,3,ok,True,6.851,0.9970838741181801,0.9982106371582381,0.9992336428407309,1.001715591197476,True,0.01
pyoperon,g0025,strogatz_barmag2,4,ok,True,6.863,0.4269208126911463,0.27349173878010963,0.8368007765178129,0.7864357811301562,True,0.05
pyoperon,g0039,CRK0,0,ok,True,6.864,0.0028768143610728185,0.0030428988872416057,0.00216883108627778,3.1912525604087394,True,0.05
pyoperon,g0024,strogatz_predprey2,2,ok,True,6.871,0.11232907367113223,0.07250048340242583,0.05333236762086532,0.23955159231494294,True,0.01
pyoperon,g0011,Vladislavleva-4,1,ok,True,6.891,0.09095595146149105,0.08554893597624276,0.10759155148701388,0.1202068478799216,True,0.1
pyoperon,g0028,feynman-ii.4.23,0,ok,True,6.905,2.983877969783479e-05,2.9946762389139772e-05,2.9742450574847775e-05,2.982654175062167e-05,True,0.1
pyoperon,g0047,BPG5,3,ok,True,6.906,0.0679452013839059,0.08548330249311502,0.0663093790111348,19.716518518734148,True,0.1
pyoperon,g0038,PO19,3,ok,True,6.922,0.04468365739731023,0.05093202230722444,0.04926763541542997,215954.79643213874,True,0.01
pyoperon,g0036,CRK10,3,ok,True,6.926,0.00031503800478015697,0.00030204670327377086,0.00036387127002788963,9.546246114650792,True,0.01
pyoperon,g0043,CRK33,2,ok,True,6.932,0.000543563256100711,0.00046118923075932336,0.0004929110741231736,2.99265910032396,True,0.01
pyoperon,g0024,strogatz_predprey2,3,ok,True,6.945,0.13592537694316803,0.10254816753777857,0.08344426011265889,0.471739780297467,True,0.1
pyoperon,g0019,feynman-ii.34.2a,3,ok,True,6.955,0.6134423098723318,0.601335689882854,0.5782884175702439,2.850611007352651,True,0.05
pyoperon,g0004,Korns-4,1,ok,True,6.958,0.0015725603375651442,0.0011192835612911772,0.001609682196374572,0.0016916041830150588,True,0.1
pyoperon,g0011,Vladislavleva-4,4,ok,True,6.972,0.09175157750072042,0.0849357442560521,0.1130664205075099,0.12232739106581765,True,0.01
pyoperon,g0043,CRK33,0,ok,True,6.982,0.004755182905848481,0.003942427715075954,0.003770046978785458,210.4828578215504,True,0.05
pyoperon,g0037,CRK34,0,ok,True,6.999,0.00015104796459632344,0.00018080517039863173,0.00015766501944286898,0.29356545063078204,True,0.05
pyoperon,g0037,CRK34,2,ok,True,7.005,0.0006674094048359687,0.0005762633520330329,0.0006379032359228366,17.59515940437079,True,0.01
pyoperon,g0040,feynman-i.29.16,0,ok,True,7.008,0.06768749819049234,0.09407897735747832,0.09816751448499769,0.04212216167519968,True,0.05
pyoperon,g0041,PO41,1,ok,True,7.028,0.01225408614848637,0.012647504956910057,0.013568488324726263,1569.7946549786727,True,0.05
pyoperon,g0022,feynman-i.11.19,0,ok,True,7.033,0.6551051672995537,0.6532019780267865,0.6979575901552064,0.647068968572648,True,0.01
pyoperon,g0014,feynman-ii.34.11,0,ok,True,7.034,0.9985036768452418,1.0020591656641826,0.9977936706470484,1.0002898484282536,True,0.1
pyoperon,g0022,feynman-i.11.19,3,ok,True,7.037,0.9970839644338061,0.9982179974776808,0.9992469982971911,1.0017261889726954,True,0.05
pyoperon,g0037,CRK34,3,ok,True,7.038,0.00039748659202709565,0.00040342862142135415,0.00041372512763529305,8.934536792188505,True,0.01
pyoperon,g0050,BPG9,2,ok,True,7.042,0.06432404211116592,0.061366240184487456,0.06621960640631504,10.369586862583864,True,0.05
pyoperon,g0034,CRK11,0,ok,True,7.042,4.128702943406626e-05,6.635698392378583e-05,5.7135635628328916e-05,0.26238613586766096,True,0.1
pyoperon,g0029,strogatz_vdp1,0,ok,True,7.047,0.44512124075027665,0.35736691005144156,0.8566764834129446,1.0452887499799142,True,0.05
pyoperon,g0028,feynman-ii.4.23,3,ok,True,7.055,7.991629449920157e-07,6.913458419279202e-07,9.402161017064678e-07,1.229797115784675e-06,True,0.05
pyoperon,g0043,CRK33,3,ok,True,7.055,0.0004142804545090991,0.0004206965365908907,0.0004115499249293805,1.5100315891809972,True,0.1
pyoperon,g0025,strogatz_barmag2,1,ok,True,7.057,0.2040436707610312,0.06282714313612647,0.25418831350810633,0.5774138653274143,True,0.1
pyoperon,g0011,Vladislavleva-4,4,ok,True,7.058,0.09175311620654089,0.08494202149134199,0.11311947260829687,0.12246039407624208,True,0.05
pyoperon,g0018,feynman-i.18.16,0,ok,True,7.073,0.9127932306714724,0.9441407161437283,0.9808400735542804,1.244885224797546,True,0.01
pyoperon,g0026,strogatz_barmag1,1,ok,True,7.077,0.11227769891713385,0.03452549936148864,0.04317258484896058,0.3648342359769502,True,0.1
pyoperon,g0028,feynman-ii.4.23,3,ok,True,7.081,2.136455425348666e-08,2.6240326056547238e-08,1.8048311010028665e-08,1.5247596341424e-08,True,0.01
pyoperon,g0014,feynman-ii.34.11,3,ok,True,7.086,0.9953143656389477,0.9968971941615649,0.9987190804486569,0.9999580299741778,True,0.05
pyoperon,g0018,feynman-i.18.16,0,ok,True,7.105,0.9127934127268975,0.9441292960799196,0.9807821431449537,1.244874816812889,True,0.1
