global_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
137,feynman_I_24_6,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6,sim-datasets-data/srbench1.0/feynman/feynman_I_24_6,srbench1.0,srbench1.0/feynman,feynman_I_24_6,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/train.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/valid.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/id_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/ood_test.csv,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/metadata.yaml,/home/anonymous/sim-datasets-data/srbench1.0/feynman/feynman_I_24_6/formula.py
138,I.50.26_0_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0,sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0,llm-srbench,llm-srbench/lsrtransform,I.50.26_0_0,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/I.50.26_0_0/formula.py
139,II.36.38_0_0,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0,sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0,llm-srbench,llm-srbench/lsrtransform,II.36.38_0_0,A,relaxed,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/lsrtransform/II.36.38_0_0/formula.py
140,Korns-9,/home/anonymous/sim-datasets-data/korns/Korns-9,sim-datasets-data/korns/Korns-9,korns,korns,Korns-9,A,strict,llmsr,/home/anonymous/sim-datasets-data/korns/Korns-9/train.csv,/home/anonymous/sim-datasets-data/korns/Korns-9/valid.csv,/home/anonymous/sim-datasets-data/korns/Korns-9/id_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-9/ood_test.csv,/home/anonymous/sim-datasets-data/korns/Korns-9/metadata.yaml,/home/anonymous/sim-datasets-data/korns/Korns-9/formula.py
141,Keijzer-15,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15,sim-datasets-data/keijzer/Keijzer-15,keijzer,keijzer,Keijzer-15,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-15/formula.py
142,BPG10,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,sim-datasets-data/llm-srbench/bio_pop_growth/BPG10,llm-srbench,llm-srbench/bio_pop_growth,BPG10,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG10/formula.py
143,MatSci8,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8,sim-datasets-data/llm-srbench/matsci/MatSci8,llm-srbench,llm-srbench/matsci,MatSci8,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci8/formula.py
144,Nguyen-8,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8,sim-datasets-data/nguyen/Nguyen-8,nguyen,nguyen,Nguyen-8,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/train.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/valid.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/id_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/ood_test.csv,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/metadata.yaml,/home/anonymous/sim-datasets-data/nguyen/Nguyen-8/formula.py
145,first_principles_rydberg,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg,sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg,srbench2025,srbench2025/firstprinciples,first_principles_rydberg,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg/train.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg/valid.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg/id_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg/ood_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg/metadata.yaml,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_rydberg/formula.py
146,CRK17,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK17,sim-datasets-data/llm-srbench/chem_react/CRK17,llm-srbench,llm-srbench/chem_react,CRK17,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK17/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK17/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK17/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK17/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK17/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK17/formula.py
147,MatSci25,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci25,sim-datasets-data/llm-srbench/matsci/MatSci25,llm-srbench,llm-srbench/matsci,MatSci25,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci25/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci25/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci25/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci25/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci25/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci25/formula.py
148,MatSci11,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci11,sim-datasets-data/llm-srbench/matsci/MatSci11,llm-srbench,llm-srbench/matsci,MatSci11,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci11/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci11/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci11/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci11/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci11/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci11/formula.py
149,PO32,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO32,sim-datasets-data/llm-srbench/phys_osc/PO32,llm-srbench,llm-srbench/phys_osc,PO32,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO32/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO32/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO32/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO32/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO32/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO32/formula.py
150,CRK28,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK28,sim-datasets-data/llm-srbench/chem_react/CRK28,llm-srbench,llm-srbench/chem_react,CRK28,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK28/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK28/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK28/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK28/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK28/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK28/formula.py
151,MatSci3,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci3,sim-datasets-data/llm-srbench/matsci/MatSci3,llm-srbench,llm-srbench/matsci,MatSci3,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci3/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci3/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci3/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci3/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci3/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci3/formula.py
152,first_principles_tully_fisher,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher,sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher,srbench2025,srbench2025/firstprinciples,first_principles_tully_fisher,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher/train.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher/valid.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher/id_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher/ood_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher/metadata.yaml,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_tully_fisher/formula.py
153,MatSci21,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci21,sim-datasets-data/llm-srbench/matsci/MatSci21,llm-srbench,llm-srbench/matsci,MatSci21,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci21/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci21/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci21/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci21/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci21/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/matsci/MatSci21/formula.py
154,first_principles_leavitt,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt,srbench2025,srbench2025/firstprinciples,first_principles_leavitt,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt/train.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt/valid.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt/id_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt/ood_test.csv,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt/metadata.yaml,/home/anonymous/sim-datasets-data/srbench2025/firstprinciples/first_principles_leavitt/formula.py
155,PO8,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8,sim-datasets-data/llm-srbench/phys_osc/PO8,llm-srbench,llm-srbench/phys_osc,PO8,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO8/formula.py
156,Keijzer-12,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12,sim-datasets-data/keijzer/Keijzer-12,keijzer,keijzer,Keijzer-12,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/train.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/valid.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/id_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/ood_test.csv,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/metadata.yaml,/home/anonymous/sim-datasets-data/keijzer/Keijzer-12/formula.py
157,PO26,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26,sim-datasets-data/llm-srbench/phys_osc/PO26,llm-srbench,llm-srbench/phys_osc,PO26,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO26/formula.py
158,PO0,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0,sim-datasets-data/llm-srbench/phys_osc/PO0,llm-srbench,llm-srbench/phys_osc,PO0,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO0/formula.py
159,CRK30,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30,sim-datasets-data/llm-srbench/chem_react/CRK30,llm-srbench,llm-srbench/chem_react,CRK30,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK30/formula.py
160,PO16,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16,sim-datasets-data/llm-srbench/phys_osc/PO16,llm-srbench,llm-srbench/phys_osc,PO16,B,one-sided,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/phys_osc/PO16/formula.py
161,CRK13,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13,sim-datasets-data/llm-srbench/chem_react/CRK13,llm-srbench,llm-srbench/chem_react,CRK13,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK13/formula.py
162,CRK11,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11,sim-datasets-data/llm-srbench/chem_react/CRK11,llm-srbench,llm-srbench/chem_react,CRK11,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK11/formula.py
163,CRK8,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8,sim-datasets-data/llm-srbench/chem_react/CRK8,llm-srbench,llm-srbench/chem_react,CRK8,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK8/formula.py
164,CRK18,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18,sim-datasets-data/llm-srbench/chem_react/CRK18,llm-srbench,llm-srbench/chem_react,CRK18,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK18/formula.py
165,CRK10,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10,sim-datasets-data/llm-srbench/chem_react/CRK10,llm-srbench,llm-srbench/chem_react,CRK10,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK10/formula.py
166,CRK24,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24,sim-datasets-data/llm-srbench/chem_react/CRK24,llm-srbench,llm-srbench/chem_react,CRK24,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK24/formula.py
167,BPG3,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,sim-datasets-data/llm-srbench/bio_pop_growth/BPG3,llm-srbench,llm-srbench/bio_pop_growth,BPG3,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG3/formula.py
168,CRK34,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34,sim-datasets-data/llm-srbench/chem_react/CRK34,llm-srbench,llm-srbench/chem_react,CRK34,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK34/formula.py
169,CRK9,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9,sim-datasets-data/llm-srbench/chem_react/CRK9,llm-srbench,llm-srbench/chem_react,CRK9,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK9/formula.py
170,BPG17,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,sim-datasets-data/llm-srbench/bio_pop_growth/BPG17,llm-srbench,llm-srbench/bio_pop_growth,BPG17,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/bio_pop_growth/BPG17/formula.py
171,CRK2,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2,sim-datasets-data/llm-srbench/chem_react/CRK2,llm-srbench,llm-srbench/chem_react,CRK2,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK2/formula.py
172,CRK0,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0,sim-datasets-data/llm-srbench/chem_react/CRK0,llm-srbench,llm-srbench/chem_react,CRK0,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/train.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/valid.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/id_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/ood_test.csv,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/metadata.yaml,/home/anonymous/sim-datasets-data/llm-srbench/chem_react/CRK0/formula.py
173,feynman-ii.35.18,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard,feynman-ii.35.18,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.35.18/formula.py
174,feynman-ii.35.18,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18,srsd,srsd/srsd-feynman_hard_dummy,feynman-ii.35.18,C,mid-gap,llmsr,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/train.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/valid.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/id_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/ood_test.csv,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/metadata.yaml,/home/anonymous/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.35.18/formula.py
