dataset_id,dataset_name,algorithm,seed,host,task_label,status,termination_reason,timeout_type,budget_exhausted,recovered_from_timeout,seconds,train_nmse,valid_nmse,id_nmse,ood_nmse,id_r2,ood_r2,has_expression,artifact_valid,normalized_expression,instantiated_expression,variables,operator_set,ast_node_count,tree_depth,n_features,feature_names,target_name,inject_prompt_semantics,llm_model_assignment,llm_config_path,background_preview,result_path
g0028,feynman-i.18.16,drsr,1314,anon-node-05,g0028_feynman-i.18.16,ok,completed,not_timeout,False,False,3611.893,1.1700448952377046e+21,5.0651784120424314e+20,4.974819118584257e+20,6.327480099123157e+26,-4.990587147970032e+20,-6.327777832027053e+26,True,True,c0 + c1*x1**2*x2*x3*sin(x0),0.2739233746429086 + -4.999999999983098e-13*x1**2*x2*x3*sin(x0),x0;x1;x2;x3,add;mul;pow;sin,11.0,4.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Angular momentum given Mass, Distance, Velocity, Angle There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""m, Mass""; 1 variable with ",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0028_feynman-i.18.16/result.json
g0029,feynman-ii.34.11,drsr,1314,anon-node-02,g0029_feynman-ii.34.11,ok,completed,not_timeout,False,False,3611.012,322665730.0274932,299628612.3774365,131524088.66398731,86639111000.52263,-131540715.39817892,-86698647106.00586,True,True,c0 + c1*x0*x3/(2*pi*x2) + c2*x1,0.6317071082430643 + -0.9945229996597038*x0*x3/(2*pi*x2) + -5.000000137077252e-13*x1,x0;x1;x2;x3,add;mul;pi;pow,16.0,4.0,7,x0;x1;x2;x3;x4;x5;x6,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Angular frequency given g-factor, Electric charge, Magnetic field strength, Mass There are 7 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role """,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0029_feynman-ii.34.11/result.json
g0030,feynman-bonus.8,drsr,1314,anon-node-03,g0030_feynman-bonus.8,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.198,1.0277863942175426e-05,1.0634049228195307e-05,9.853934802023165e-06,0.03744226472321955,0.999983047601377,-0.8025734297779736,True,True,c0*x0 + c1*x1,-0.14745510326688493*x0 + 0.997126317023191*x1,x0;x1,add;mul,7.0,3.0,3,x0;x1;x2,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Energy given Electromagnetic energy, Electron mass There are 3 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""E, Electromagnetic energy""; 1 ",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0030_feynman-bonus.8/result.json
g0031,feynman-i.30.5,drsr,1314,anon-node-04,g0031_feynman-i.30.5,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3906.951,1.0475834568507103,2.815060992970381,1.0431538822667612,1.0000764170900374,-0.04928272675639378,-0.0023389565621410036,True,True,c0/(c1*sin(x2)) + c2*x0 + c3*x1,1.6082777696494313e-11/(1.2048496531926167*sin(x2)) + -0.12050601478262424*x0 + -7.922410514295519e-13*x1,x0;x1;x2,add;mul;pow;sin,16.0,5.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Interplanar distance given Wavelength of X-ray, Number of phase difference, Incidence/Reflection angle There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variabl",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0031_feynman-i.30.5/result.json
g0032,feynman-i.41.16,drsr,1314,anon-node-05,g0032_feynman-i.41.16,ok,completed,not_timeout,False,False,3612.643,6.065323911296137e+197,9.07118899122024e+197,8.045428165997016e+197,6.941981432198162e+210,-8.892937342054192e+197,-2.0571998044085297e+212,True,True,c0*x0**3 + c1*x1**3 + c2*x2 + c3*x3 + c4*x4,-5e-13*x0**3 + -0.4604265724722594*x1**3 + -0.9180529521276106*x2 + -0.9669447289429418*x3 + 0.6265404784005448*x4,x0;x1;x2;x3;x4,add;mul;pow,20.0,4.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Radiation per frequency given Planck constant, Frequency of electromagnetic wave There are 5 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role """,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0032_feynman-i.41.16/result.json
g0033,feynman-iii.4.33,drsr,1314,anon-node-02,g0033_feynman-iii.4.33,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.39,6.339989973578775e+33,6.669394692674798e+33,7.495223397851784e+33,1.593209236838925e+33,-1.3105739490937455e+34,-1.420365917720605e+35,True,True,c0 + c1*x0 + c2*x1,-0.00029513858556696007 + -8.322413944636243e-15*x0 + -2.0700178298375602e-07*x1,x0;x1,add;mul,8.0,3.0,2,x0;x1,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Energy given Planck constant, Frequency",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0033_feynman-iii.4.33/result.json
g0034,feynman-iii.4.33,drsr,1314,anon-node-03,g0034_feynman-iii.4.33,ok,completed,not_timeout,False,False,3612.103,2.1396977225841397e+35,1.8802027579577334e+35,2.8581274155161247e+35,2.5942781175237347e+35,-4.997565963211619e+35,-2.2925515451504993e+37,True,True,c0 + c1*x0 + c2*x1,0.002032787174643974 + -0.4604402669175245*x0 + -8.380008870774032e-13*x1,x0;x1,add;mul,8.0,3.0,5,x0;x1;x2;x3;x4,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Energy given Planck constant, Frequency There are 5 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""h, Planck constant""; 1 variable with sema",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0034_feynman-iii.4.33/result.json
g0035,feynman-i.37.4,drsr,1314,anon-node-04,g0035_feynman-i.37.4,ok,completed,not_timeout,False,False,3624.738,2.4453545314387317e+32,2.32183914583341e+32,2.6188003543791654e+32,5.8457055999308585e+31,-5.087695897754295e+32,-6.469203881299131e+33,True,True,c0 + c1*x0 + c2*x1 + c3*cos(x1 + x4) + c4*x2 + c5*x4,-0.9433606577090741 + -0.7514334470008721*x0 + 0.34124882938726064*x1 + 0.2943790231485002*cos(x1 + x4) + 0.2307702229625077*x2 + -3.0059169682311727e-14*x4,x0;x1;x2;x4,add;cos;mul,20.0,5.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Amplitude of wave given Amplitude of wave, Amplitude of wave, Phase difference There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""de",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0035_feynman-i.37.4/result.json
g0036,feynman-ii.37.1,drsr,1314,anon-node-05,g0036_feynman-ii.37.1,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.449,1.0,1.0,1.0,1.0,-1.0429268801903646e-06,-0.000600955132260772,True,True,c0*x0**2*x3**2*x5**2,0.9315758731033252*x0**2*x3**2*x5**2,x0;x3;x5,mul;pow,11.0,3.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Energy of magnetic field given Magnetic moment, Volume magnetic susceptibility, Magnetic field strength There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variab",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0036_feynman-ii.37.1/result.json
g0037,PO14,drsr,1314,anon-node-02,g0037_PO14,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.985,0.02448637277377996,0.025755422753416603,0.023448446084355187,0.05051098382030719,0.9765080315071835,0.9221199550188444,True,True,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x0**2 + c5*x1**2 + c6*x2**2 + c7*x0*x1 + c8*x0*x2 + c9*x1*x2,-3.390385893932541 + 6.502852833819808*x0 + 0.2440138618414598*x1 + -1.4148898893911148*x2 + -2.940704763480715*x0**2 + -0.0041343042347316335*x1**2 + -3.6105030034151198*x2**2 + -0.22300026331038006*x0*x1 + 0.8286870003053044*x0*x2 + 0.033375874308482344*x1*x2,x0;x1;x2,add;mul;pow,38.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0037_PO14/result.json
g0038,feynman-i.44.4,drsr,1314,anon-node-03,g0038_feynman-i.44.4,ok,completed,not_timeout,False,False,3612.121,358510499.807153,408678101.26859915,320555165.43523675,5697886175.453363,-320634859.06029534,-5698856533.251511,True,True,c0*x0*x3*exp(-c1*x4/(c2*x5)),-4.999922119359709e-13*x0*x3*exp(--0.9945229996597038*x4/(0.7148085531751387*x5)),x0;x3;x4;x5,exp;mul;pow,15.0,5.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Energy given Number of molecules, Boltzmann constant, Temperature, Volume There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""k, Bolt",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0038_feynman-i.44.4/result.json
g0039,feynman-ii.11.3,drsr,1314,anon-node-04,g0039_feynman-ii.11.3,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3903.546,0.9982172108897245,1.0105558645615373,24.605752414582472,1.2046601085379842,-23.639689055368862,-0.20472158322835377,True,True,c0*x0/(c1*x2*(x3**2 + x4**2)),5.820718259042366e-08*x0/(-1.0809631304850096*x2*(x3**2 + x4**2)),x0;x2;x3;x4,add;mul;pow,18.0,5.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Position given Electric charge, Magnitude of electric field, Mass, Angular velocity, Angular velocity There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0039_feynman-ii.11.3/result.json
g0040,feynman-bonus.16,drsr,1314,anon-node-05,g0040_feynman-bonus.16,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.366,0.6366796669707202,0.6038587550326634,0.6893513465769154,0.8366066838378678,0.04358585861351583,-3.070500731626753,True,True,c0*x4 + c1*x0 + c2*x3 + c3*x2**2,0.03465771651128415*x4 + -0.01842971427025586*x0 + 0.14955039656399394*x3 + 8.56389330627345e-05*x2**2,x0;x2;x3;x4,add;mul;pow,15.0,4.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Energy given Momentum, Electric charge, Vector potential, Speed of light, Mass There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""A,",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0040_feynman-bonus.16/result.json
g0041,feynman-bonus.11,drsr,1314,anon-node-02,g0041_feynman-bonus.11,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.581,0.2625613497343868,0.2904851625263063,0.2697183319528032,0.39825327194314103,0.6523828489177124,0.2176195992835982,True,True,c0 + c1*x0 + c2*x1 + c3*x2*x3/(x2 + x3) + c4*x4*exp(-c5*x6),-101.79048837872934 + 3336.317552174204*x0 + -1.349047495206628e-07*x1 + 0.23034192283570376*x2*x3/(x2 + x3) + 2.0451785106448357*x4*exp(-0.8365950971421798*x6),x0;x1;x2;x3;x4;x6,add;exp;mul;pow,25.0,5.0,7,x0;x1;x2;x3;x4;x5;x6,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Wave intensity given Amplitude of wave, Wavelength of X-ray, Number of phase difference, Wavelength of X-ray There are 7 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 v",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0041_feynman-bonus.11/result.json
g0042,feynman-bonus.5,drsr,1314,anon-node-03,g0042_feynman-bonus.5,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.136,0.20352105387550576,0.2012436265831443,0.15752517934293203,0.373756559517141,0.8025993231867891,-17.043566277473744,True,True,c0 + c1*x0**(3/2)/(c2*sqrt(x2)),0.633488787100285 + -0.5407098563761562*x0**(3/2)/(-1.4854726247756738e-06*sqrt(x2)),x0;x2,add;mul;pow,13.0,4.0,3,x0;x1;x2,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Orbital period given Semimajor axis of elliptical orbit, Gravitational constant, Mass (The Earth)",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0042_feynman-bonus.5/result.json
g0043,feynman-i.18.4,drsr,1314,anon-node-04,g0043_feynman-i.18.4,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.876,0.28274070025808423,0.2635438307234933,0.2674728243368257,0.01780398682433728,0.7322804589368406,0.9821696242466935,True,True,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x5,0.02558658434439502 + -0.013072640169441586*x0 + -9.436154541556548e-12*x1 + 0.4877549434564878*x2 + 0.006441421229637444*x3 + 0.5069006126672306*x4 + -6.749074446014744e-07*x5,x0;x1;x2;x3;x4;x5,add;mul,20.0,3.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Center of gravity given Mass, Position, Mass, Position There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable with semantic role ""m_1, Mass""; 1 variable wit",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0043_feynman-i.18.4/result.json
g0044,feynman-bonus.5,drsr,1314,anon-node-05,g0044_feynman-bonus.5,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.43,0.24385897671294587,0.21437405674227164,0.2649676069600546,4.913582744313623,0.6679592105683656,-383.74493730414764,True,True,2*sqrt(x0**3/c1),2*sqrt(x0**3/14606897337047.326),x0,mul;pow,11.0,5.0,6,x0;x1;x2;x3;x4;x5,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the Orbital period given Semimajor axis of elliptical orbit, Gravitational constant, Mass (The Earth) There are 6 candidate variables in an unknown order. The unordered semantic-role multiset is: 1 variable wit",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0044_feynman-bonus.5/result.json
g0045,feynman-i.11.19,drsr,1314,anon-node-02,g0045_feynman-i.11.19,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.408,0.350626218589303,0.3524236233767079,0.32524799872582066,0.3286344786836174,0.6741938905681824,0.6704594885461324,True,True,c0*x0*x1 + c1*x2*x3 + c2*x4*x5 + c3*x6*x7,1.038835133994151*x0*x1 + 0.9925089873062469*x2*x3 + 1.30504101102052e-14*x4*x5 + -0.4303739071839543*x6*x7,x0;x1;x2;x3;x4;x5;x6;x7,add;mul,17.0,3.0,8,x0;x1;x2;x3;x4;x5;x6;x7,y,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Inner product given Element of a vector, Element of a vector, Element of a vector, Element of a vector, Element of a vector, Element of a vector There are 8 candidate variables in an unknown order. The unor",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0045_feynman-i.11.19/result.json
