sample_id,attempt_number,physical_request_ordinal,status,input_tokens,output_tokens,total_tokens
review_000664,1,663,accepted,1350,87,1437
review_000665,1,664,accepted,1470,90,1560
review_000666,1,665,accepted,1326,89,1415
review_000667,1,666,accepted,1236,83,1319
review_000668,1,667,accepted,2035,90,2125
review_000669,1,668,accepted,1231,88,1319
review_000670,1,669,accepted,1236,88,1324
review_000671,1,670,accepted,1645,429,2074
review_000672,1,671,accepted,1253,88,1341
review_000673,1,672,accepted,1231,88,1319
review_000674,1,673,accepted,1506,90,1596
review_000675,1,674,accepted,1595,232,1827
review_000676,1,675,accepted,1647,850,2497
review_000677,1,676,accepted,1253,87,1340
review_000678,1,677,accepted,1248,88,1336
review_000679,1,678,accepted,1275,89,1364
review_000680,1,679,accepted,1344,92,1436
review_000681,1,680,accepted,1300,89,1389
review_000682,1,681,accepted,1738,498,2236
review_000684,1,682,accepted,1929,440,2369
review_000687,1,683,accepted,1230,85,1315
review_000688,1,684,accepted,1227,84,1311
review_000690,1,685,accepted,1326,90,1416
review_000691,1,686,accepted,1211,88,1299
review_000692,1,687,accepted,1217,87,1304
review_000694,1,688,accepted,1238,168,1406
review_000695,1,689,accepted,1220,84,1304
review_000696,1,690,accepted,1215,81,1296
review_000697,1,691,accepted,1234,87,1321
review_000698,1,692,accepted,1218,88,1306
review_000700,1,693,accepted,1571,87,1658
review_000701,1,694,accepted,1287,87,1374
review_000702,1,695,accepted,1343,90,1433
review_000703,1,696,accepted,2014,1724,3738
review_000705,1,697,accepted,1219,90,1309
review_000707,1,698,accepted,1278,89,1367
review_000708,1,699,accepted,1247,214,1461
review_000709,1,700,accepted,1257,90,1347
review_000710,1,701,accepted,1220,88,1308
review_000711,1,702,accepted,1573,623,2196
review_000712,1,703,accepted,1234,86,1320
review_000713,1,704,accepted,2055,87,2142
review_000714,1,705,accepted,1843,1462,3305
review_000715,1,706,accepted,1221,85,1306
review_000716,1,707,accepted,1255,89,1344
review_000717,1,708,accepted,1597,329,1926
review_000719,1,709,accepted,1248,90,1338
review_000720,1,710,accepted,1234,86,1320
review_000721,1,711,accepted,1571,320,1891
review_000722,1,712,accepted,1589,347,1936
review_000723,1,713,accepted,1254,87,1341
review_000724,1,714,accepted,1587,245,1832
review_000726,1,715,accepted,1655,353,2008
review_000727,1,716,accepted,1725,985,2710
review_000729,1,717,accepted,1241,81,1322
review_000730,1,718,accepted,1813,1276,3089
review_000731,1,719,accepted,1280,89,1369
review_000732,1,720,accepted,1459,89,1548
review_000734,1,721,accepted,1365,88,1453
review_000736,1,722,accepted,1240,90,1330
review_000737,1,723,accepted,1229,88,1317
review_000738,1,724,accepted,1220,88,1308
review_000740,1,725,accepted,1875,293,2168
review_000741,1,726,accepted,1217,87,1304
review_000742,1,727,accepted,1225,79,1304
review_000744,1,728,accepted,1231,84,1315
review_000745,1,729,accepted,1221,93,1314
review_000746,1,730,accepted,1540,97,1637
review_000747,1,731,accepted,1220,81,1301
review_000748,1,732,accepted,1246,88,1334
review_000750,1,733,accepted,1229,81,1310
review_000751,1,734,accepted,1301,90,1391
review_000752,1,735,accepted,1270,87,1357
review_000753,1,736,accepted,1898,842,2740
review_000754,1,737,accepted,1231,88,1319
review_000755,1,738,accepted,1220,90,1310
review_000758,1,739,accepted,1221,85,1306
review_000759,1,740,accepted,1224,86,1310
review_000760,1,741,accepted,1217,86,1303
review_000761,1,742,accepted,1231,84,1315
review_000762,1,743,accepted,1230,86,1316
review_000764,1,744,accepted,1772,1953,3725
review_000766,1,745,accepted,1257,87,1344
review_000767,1,746,accepted,1926,1824,3750
review_000769,1,747,accepted,1236,88,1324
review_000770,1,748,accepted,1238,88,1326
review_000771,1,749,accepted,1258,86,1344
review_000772,1,750,accepted,1268,90,1358
review_000773,1,751,accepted,1248,86,1334
review_000774,1,752,accepted,1520,91,1611
review_000775,1,753,accepted,1573,104,1677
review_000776,1,754,accepted,1556,387,1943
review_000777,1,755,accepted,1802,833,2635
review_000778,1,756,accepted,1236,84,1320
review_000779,1,757,accepted,1265,90,1355
review_000780,1,758,accepted,1380,90,1470
review_000781,1,759,accepted,1290,89,1379
review_000782,1,760,accepted,1448,89,1537
review_000784,1,761,accepted,1347,87,1434
review_000786,1,762,accepted,8690,151,8841
review_000787,1,763,accepted,1229,88,1317
review_000788,1,764,accepted,1217,86,1303
review_000790,1,765,accepted,1426,87,1513
review_000791,1,766,accepted,1225,87,1312
review_000792,1,767,accepted,1219,87,1306
review_000794,1,768,accepted,1267,90,1357
review_000795,1,769,accepted,1227,90,1317
review_000796,1,770,accepted,1226,85,1311
review_000797,1,771,accepted,1235,88,1323
review_000798,1,772,accepted,1238,88,1326
review_000800,1,773,accepted,1221,92,1313
review_000801,1,774,accepted,1280,90,1370
review_000802,1,775,accepted,1240,88,1328
review_000803,1,776,accepted,1271,90,1361
review_000804,1,777,accepted,1236,86,1322
review_000805,1,778,accepted,1269,90,1359
review_000806,1,779,accepted,1247,92,1339
review_000807,1,780,accepted,1307,347,1654
review_000808,1,781,accepted,1254,91,1345
review_000809,1,782,accepted,1288,90,1378
review_000810,1,783,accepted,1271,259,1530
review_000811,1,784,accepted,1275,90,1365
review_000812,1,785,accepted,1273,95,1368
review_000813,1,786,accepted,1297,173,1470
review_000814,1,787,accepted,1248,186,1434
review_000815,1,788,accepted,1238,256,1494
review_000816,1,789,accepted,1286,90,1376
review_000817,1,790,accepted,1253,176,1429
review_000818,1,791,accepted,1384,435,1819
review_000819,1,792,accepted,1311,88,1399
review_000820,1,793,accepted,1365,178,1543
review_000821,1,794,accepted,1298,213,1511
review_000822,1,795,accepted,1236,90,1326
review_000823,1,796,accepted,1225,86,1311
review_000824,1,797,accepted,1247,179,1426
review_000825,1,798,accepted,1259,318,1577
review_000826,1,799,accepted,1275,159,1434
review_000827,1,800,accepted,1212,90,1302
review_000828,1,801,accepted,1260,88,1348
review_000829,1,802,accepted,1264,88,1352
review_000830,1,803,accepted,1259,90,1349
review_000831,1,804,accepted,1234,90,1324
review_000832,1,805,accepted,1247,86,1333
review_000833,1,806,accepted,1423,438,1861
review_000834,1,807,accepted,1342,177,1519
review_000835,1,808,accepted,1224,190,1414
review_000836,1,809,accepted,1223,90,1313
review_000837,1,810,accepted,1270,106,1376
review_000838,1,811,accepted,1240,180,1420
review_000839,1,812,accepted,1259,178,1437
review_000840,1,813,accepted,1347,433,1780
review_000841,1,814,accepted,1254,221,1475
review_000842,1,815,accepted,1270,179,1449
review_000843,1,816,accepted,1267,231,1498
review_000844,1,817,accepted,1323,90,1413
review_000845,1,818,accepted,1250,326,1576
review_000846,1,819,accepted,1227,88,1315
review_000847,1,820,accepted,1219,90,1309
review_000848,1,821,accepted,1225,90,1315
review_000849,1,822,accepted,1239,192,1431
review_000850,1,823,accepted,1494,194,1688
review_000851,1,824,accepted,1285,220,1505
review_000852,1,825,accepted,1230,88,1318
review_000853,1,826,accepted,1279,90,1369
review_000854,1,827,accepted,1229,88,1317
review_000855,1,828,accepted,1246,431,1677
review_000856,1,829,accepted,1251,90,1341
review_000857,1,830,accepted,1275,90,1365
review_000858,1,831,accepted,1259,90,1349
review_000859,1,832,accepted,1286,170,1456
review_000860,1,833,accepted,1261,90,1351
review_000861,1,834,accepted,1278,90,1368
review_000862,1,835,accepted,1281,90,1371
review_000863,1,836,accepted,1261,251,1512
review_000864,1,837,accepted,1255,274,1529
review_000865,1,838,accepted,1240,90,1330
review_000866,1,839,accepted,1270,90,1360
review_000867,1,840,accepted,1217,110,1327
review_000868,1,841,accepted,1422,213,1635
review_000869,1,842,accepted,1318,124,1442
review_000870,1,843,accepted,1326,136,1462
review_000871,1,844,accepted,1278,90,1368
review_000872,1,845,accepted,1322,90,1412
review_000873,1,846,accepted,1254,90,1344
review_000874,1,847,accepted,1228,169,1397
review_000875,1,848,accepted,1279,93,1372
review_000876,1,849,accepted,1257,295,1552
review_000877,1,850,accepted,1247,180,1427
review_000878,1,851,accepted,1242,90,1332
review_000879,1,852,accepted,1260,88,1348
review_000880,1,853,accepted,1267,90,1357
review_000881,1,854,accepted,1243,88,1331
review_000882,1,855,accepted,1340,90,1430
review_000883,1,856,accepted,1551,90,1641
review_000884,1,857,accepted,1331,295,1626
review_000885,1,858,accepted,1215,86,1301
review_000886,1,859,accepted,1235,90,1325
review_000887,1,860,accepted,1247,222,1469
review_000888,1,861,accepted,1216,86,1302
review_000889,1,862,accepted,1231,207,1438
review_000890,1,863,accepted,1329,163,1492
review_000891,1,864,accepted,1263,90,1353
review_000892,1,865,accepted,1208,90,1298
review_000893,1,866,accepted,1223,90,1313
review_000894,1,867,accepted,1310,269,1579
review_000895,1,868,accepted,1280,343,1623
review_000896,1,869,accepted,1296,185,1481
review_000897,1,870,accepted,1214,88,1302
review_000898,1,871,accepted,1217,88,1305
review_000899,1,872,accepted,1253,159,1412
review_000900,1,873,accepted,1429,157,1586
review_000901,1,874,accepted,1296,90,1386
review_000902,1,875,accepted,1315,112,1427
review_000903,1,876,accepted,1264,90,1354
review_000904,1,877,accepted,1228,88,1316
review_000905,1,878,accepted,1244,579,1823
review_000906,1,879,accepted,1295,160,1455
review_000907,1,880,accepted,1266,288,1554
review_000908,1,881,accepted,1270,90,1360
review_000909,1,882,accepted,1276,265,1541
review_000910,1,883,accepted,1262,86,1348
review_000911,1,884,accepted,1267,90,1357
review_000912,1,885,accepted,1301,93,1394
review_000913,1,886,accepted,1422,279,1701
review_000914,1,887,accepted,1285,229,1514
review_000915,1,888,accepted,1208,90,1298
review_000916,1,889,accepted,1298,90,1388
review_000917,1,890,accepted,1246,188,1434
review_000918,1,891,accepted,1723,90,1813
review_000919,1,892,accepted,1292,88,1380
review_000920,1,893,accepted,1367,167,1534
review_000921,1,894,accepted,1301,90,1391
review_000922,1,895,accepted,1245,90,1335
review_000923,1,896,accepted,1278,90,1368
review_000924,1,897,accepted,1214,100,1314
review_000925,1,898,accepted,1356,179,1535
review_000926,1,899,accepted,1239,259,1498
review_000927,1,900,accepted,1239,90,1329
review_000928,1,901,accepted,1260,90,1350
review_000929,1,902,accepted,1234,90,1324
review_000930,1,903,accepted,1260,241,1501
review_000931,1,904,accepted,1217,90,1307
review_000932,1,905,accepted,1287,92,1379
review_000933,1,906,accepted,1282,181,1463
review_000934,1,907,accepted,1344,262,1606
review_000935,1,908,accepted,1217,88,1305
review_000936,1,909,accepted,1212,88,1300
review_000937,1,910,accepted,1252,170,1422
review_000938,1,911,accepted,1217,88,1305
review_000939,1,912,accepted,1222,90,1312
review_000940,1,913,accepted,1333,194,1527
review_000941,1,914,accepted,1246,313,1559
review_000942,1,915,accepted,1209,88,1297
review_000943,1,916,accepted,1263,221,1484
review_000944,1,917,accepted,1353,200,1553
review_000945,1,918,accepted,1302,301,1603
review_000946,1,919,accepted,1241,88,1329
review_000947,1,920,accepted,1217,86,1303
review_000948,1,921,accepted,1210,90,1300
review_000949,1,922,accepted,1221,90,1311
review_000950,1,923,accepted,1836,2205,4041
review_000951,1,924,accepted,1229,321,1550
review_000952,1,925,accepted,1213,118,1331
review_000953,1,926,accepted,1204,86,1290
review_000954,1,927,accepted,1230,90,1320
review_000955,1,928,accepted,1308,263,1571
review_000956,1,929,accepted,1318,199,1517
review_000957,1,930,accepted,1317,241,1558
review_000958,1,931,accepted,1304,387,1691
review_000959,1,932,accepted,1275,214,1489
review_000960,1,933,accepted,1304,212,1516
review_000961,1,934,accepted,1274,364,1638
review_000962,1,935,accepted,1301,201,1502
review_000963,1,936,accepted,1318,299,1617
review_000964,1,937,accepted,1293,90,1383
review_000965,1,938,accepted,1305,255,1560
review_000966,1,939,accepted,1304,175,1479
review_000967,1,940,accepted,1325,90,1415
review_000968,1,941,accepted,1252,426,1678
review_000969,1,942,accepted,1294,237,1531
review_000970,1,943,accepted,1290,246,1536
review_000971,1,944,accepted,1318,211,1529
review_000972,1,945,accepted,1284,222,1506
review_000973,1,946,accepted,1307,182,1489
review_000974,1,947,accepted,1313,90,1403
review_000975,1,948,accepted,1304,333,1637
review_000976,1,949,accepted,1311,90,1401
review_000977,1,950,accepted,1307,209,1516
review_000978,1,951,accepted,1271,172,1443
review_000979,1,952,accepted,1296,208,1504
review_000980,1,953,accepted,1299,182,1481
review_000981,1,954,accepted,1303,211,1514
review_000982,1,955,accepted,1254,90,1344
review_000983,1,956,accepted,1235,90,1325
review_000984,1,957,accepted,1266,255,1521
review_000985,1,958,accepted,1232,90,1322
review_000986,1,959,accepted,1235,88,1323
review_000987,1,960,accepted,1300,317,1617
review_000988,1,961,accepted,1226,90,1316
review_000989,1,962,accepted,1218,86,1304
review_000990,1,963,accepted,1324,90,1414
review_000991,1,964,accepted,1184,87,1271
review_000992,1,965,accepted,1349,223,1572
review_000993,1,966,accepted,1319,412,1731
review_000994,1,967,accepted,1190,88,1278
review_000995,1,968,accepted,1341,398,1739
review_000996,1,969,accepted,1319,89,1408
review_000997,1,970,accepted,1188,88,1276
review_000998,1,971,accepted,1254,111,1365
review_000999,1,972,accepted,1207,86,1293
review_001000,1,973,accepted,1309,90,1399
review_001001,1,974,accepted,1237,265,1502
review_001002,1,975,accepted,1211,204,1415
review_001003,1,976,accepted,1209,86,1295
review_001004,1,977,accepted,1230,90,1320
review_001005,1,978,accepted,1317,395,1712
review_001006,1,979,accepted,1314,231,1545
review_001007,1,980,accepted,1328,90,1418
review_001008,1,981,accepted,1319,90,1409
review_001009,1,982,accepted,1274,197,1471
review_001010,1,983,accepted,1304,271,1575
review_001011,1,984,accepted,1277,90,1367
review_001012,1,985,accepted,1291,240,1531
review_001013,1,986,accepted,1309,90,1399
review_001014,1,987,accepted,1288,446,1734
review_001015,1,988,accepted,1305,232,1537
review_001016,1,989,accepted,1306,199,1505
review_001017,1,990,accepted,1328,238,1566
review_001018,1,991,accepted,1250,274,1524
review_001019,1,992,accepted,1300,327,1627
review_001020,1,993,accepted,1293,395,1688
review_001021,1,994,accepted,1304,194,1498
review_001022,1,995,accepted,1276,243,1519
review_001023,1,996,accepted,1305,294,1599
review_001024,1,997,accepted,1301,90,1391
review_001025,1,998,accepted,1309,250,1559
review_001026,1,999,accepted,1312,90,1402
review_001027,1,1000,accepted,1299,219,1518
review_001028,1,1001,accepted,1285,198,1483
review_001029,1,1002,accepted,1299,201,1500
review_001030,1,1003,accepted,1301,223,1524
review_001031,1,1004,accepted,1305,176,1481
review_001032,1,1005,accepted,1255,233,1488
review_001033,1,1006,accepted,1233,90,1323
review_001034,1,1007,accepted,1265,279,1544
review_001035,1,1008,accepted,1222,90,1312
review_001036,1,1009,accepted,1234,92,1326
review_001037,1,1010,accepted,1312,277,1589
review_001038,1,1011,accepted,1219,204,1423
review_001039,1,1012,accepted,1222,86,1308
review_001040,1,1013,accepted,1322,185,1507
review_001041,1,1014,accepted,1191,80,1271
review_001042,1,1015,accepted,1345,412,1757
review_001043,1,1016,accepted,1309,428,1737
review_001044,1,1017,accepted,1201,79,1280
review_001045,1,1018,accepted,1361,225,1586
review_001046,1,1019,accepted,1310,192,1502
review_001047,1,1020,accepted,1186,81,1267
review_001048,1,1021,accepted,1249,104,1353
review_001049,1,1022,accepted,1212,86,1298
review_001050,1,1023,accepted,1312,90,1402
review_001051,1,1024,accepted,1230,182,1412
review_001052,1,1025,accepted,1209,121,1330
review_001053,1,1026,accepted,1207,86,1293
review_001054,1,1027,accepted,1225,90,1315
review_001055,1,1028,accepted,1314,90,1404
review_001056,1,1029,accepted,1323,249,1572
review_001057,1,1030,accepted,1312,182,1494
review_001058,1,1031,accepted,1310,224,1534
review_001059,1,1032,accepted,1280,90,1370
review_001060,1,1033,accepted,1299,230,1529
review_001061,1,1034,accepted,1281,211,1492
review_001062,1,1035,accepted,1302,205,1507
review_001063,1,1036,accepted,1313,90,1403
review_001064,1,1037,accepted,1288,315,1603
review_001065,1,1038,accepted,1296,230,1526
review_001066,1,1039,accepted,1309,211,1520
review_001067,1,1040,accepted,1335,90,1425
review_001068,1,1041,accepted,1252,351,1603
review_001069,1,1042,accepted,1286,321,1607
review_001070,1,1043,accepted,1301,349,1650
review_001071,1,1044,accepted,1307,234,1541
review_001072,1,1045,accepted,1274,209,1483
review_001073,1,1046,accepted,1310,386,1696
review_001074,1,1047,accepted,1309,90,1399
review_001075,1,1048,accepted,1305,382,1687
review_001076,1,1049,accepted,1317,86,1403
review_001077,1,1050,accepted,1311,211,1522
review_001078,1,1051,accepted,1277,335,1612
review_001079,1,1052,accepted,1298,238,1536
review_001080,1,1053,accepted,1301,241,1542
review_001081,1,1054,accepted,1307,209,1516
review_001082,1,1055,accepted,1253,192,1445
review_001083,1,1056,accepted,1230,90,1320
review_001084,1,1057,accepted,1261,242,1503
review_001085,1,1058,accepted,1222,90,1312
review_001086,1,1059,accepted,1229,90,1319
